fb_a	fb_b	symbol_a	symbol_b	interaction
FBgn0000158	FBgn0004581	bam	bgcn	genetic
FBgn0067864	FBgn0003514	Patj	sqh	genetic
FBgn0000721	FBgn0038197	for	foxo	genetic
FBgn0000463	FBgn0003176	Delta	Plexate	genetic
FBgn0004647	FBgn0260987	N	vtd	genetic
FBgn0004644	FBgn0004859	hh	ci	genetic
FBgn0003041	FBgn0000147	pbl	aurA	genetic
FBgn0011706	FBgn0260635	rpr	Diap1	genetic
FBgn0262656	FBgn0044048	Myc	Ilp5	genetic
FBgn0030092	FBgn0020386	fh	Pdk1	genetic
FBgn0086698	FBgn0285960	frtz	frtz::pk	genetic
FBgn0003205|FBgn0001624	FBgn0041191	Ras85D|dlg1	Rheb	genetic
FBgn0262467	FBgn0260635	Scox	Diap1	genetic
FBgn0015589|FBgn0026598	FBgn0003391	Apc|Apc2	shg	genetic
FBgn0011726|FBgn0003042	FBgn0260049	tsr|Pc	flr	genetic
FBgn0041100	FBgn0036913	park	Usp32	genetic
FBgn0002522	FBgn0003944	lab	Ubx	genetic
FBgn0041100	FBgn0243512	park	puc	genetic
FBgn0003079	FBgn0013725	Raf	phyl	genetic
FBgn0003334	FBgn0264495	Scm	gpp	genetic
FBgn0010382	FBgn0000490|FBgn0011648	CycE	dpp|Mad	genetic
FBgn0026319	FBgn0010303	Traf4	hep	genetic
FBgn0015578	FBgn0003889	βTub60D::βTub85D	βTub85D	genetic
FBgn0015799|FBgn0027363	FBgn0005672	Rbf|Stam	spi	genetic
FBgn0004647	FBgn0000463	N	Delta	genetic
FBgn0031655	FBgn0000629	Marcal1	E(z)	genetic
FBgn0004956	FBgn0259481	upd1	Mob2	genetic
FBgn0260789	FBgn0028396	mxc	TotA	genetic
FBgn0037613	FBgn0037236	Cks85A	Skp2	genetic
FBgn0052364	FBgn0264962	tut	Pcf11	genetic
FBgn0285944	FBgn0015622	para	Cnx99A	genetic
FBgn0288875	FBgn0262733	Cul5	Src64B	genetic
FBgn0003410	FBgn0013725	sina	phyl	genetic
FBgn0260642	FBgn0026160	Antp	tna	genetic
FBgn0000463	FBgn0026597	Delta	Axn	genetic
FBgn0036053	FBgn0023530	iPLA2-VIA	CG3740	genetic
FBgn0260003	FBgn0011260	Dys	Sema2a	genetic
FBgn0000625	FBgn0036285	eyg	toe	genetic
FBgn0027598	FBgn0053558	cindr	mim	genetic
FBgn0000524	FBgn0004837	dx	Su(H)	genetic
FBgn0002576	FBgn0013755	lz	Bro	genetic
FBgn0004859	FBgn0003731	ci	Egfr	genetic
FBgn0026428	FBgn0266599	HDAC6	Hsc70-4	genetic
FBgn0026402	FBgn0003134	NiPp1	Pp1α-96A	genetic
FBgn0000606	FBgn0004606	eve	zfh1	genetic
FBgn0001169	FBgn0004170|FBgn0000022	H	sc|ac	genetic
FBgn0003205	FBgn0041619	Ras85D	SM2-1	genetic
FBgn0003267	FBgn0001139	ro	gro	genetic
FBgn0264959	FBgn0004893	Src42A	bowl	genetic
FBgn0010397	FBgn0260945|FBgn0262975	LamC	Atg1|cnc	genetic
FBgn0263111	FBgn0001991	cac	Ca-α1D	genetic
FBgn0003892	FBgn0001079	ptc	fu	genetic
FBgn0283712	FBgn0011202	LIMK1	dia	genetic
FBgn0026598|FBgn0015589	FBgn0243512	Apc2|Apc	puc	genetic
FBgn0003117	FBgn0010226	pnr	GstS1	genetic
FBgn0259785	FBgn0000546	pzg	EcR	genetic
FBgn0010303	FBgn0000117	hep	arm	genetic
FBgn0029891	FBgn0010247	Pink1	Parp1	genetic
FBgn0003042	FBgn0013263	Pc	Trl	genetic
FBgn0004861	FBgn0011217	ph-p	eff	genetic
FBgn0000097	FBgn0002576	aop	lz	genetic
FBgn0260945	FBgn0036896	Atg1	wnd	genetic
FBgn0003041	FBgn0020386	pbl	Pdk1	genetic
FBgn0000097	FBgn0001965	aop	Sos	genetic
FBgn0011829	FBgn0004103	Ret	Pp1-87B	genetic
FBgn0011591	FBgn0011224	fng	heph	genetic
FBgn0034793	FBgn0029870	asrij	Marf	genetic
FBgn0028538	FBgn0010348	Sec71	Arf1	genetic
FBgn0262656	FBgn0011715	Myc	Snr1	genetic
FBgn0000405	FBgn0003087	CycB	pim	genetic
FBgn0003892	FBgn0011300	ptc	babo	genetic
FBgn0003996	FBgn0005327	w	Pale	genetic
FBgn0038868	FBgn0243512	Ddrgk1	puc	genetic
FBgn0003205	FBgn0010303	Ras85D	hep	genetic
FBgn0011829	FBgn0263289	Ret	scrib	genetic
FBgn0001169	FBgn0004837	H	Su(H)	genetic
FBgn0003042	FBgn0030366	Pc	Usp7	genetic
FBgn0029798	FBgn0261278	Rtel1	grp	genetic
FBgn0020306	FBgn0260439	dom	Pp2A-29B	genetic
FBgn0039734	FBgn0000229	Tace	bsk	genetic
FBgn0004657	FBgn0260442	mys	rhea	genetic
FBgn0004435	FBgn0005631	Gαq	robo1	genetic
FBgn0015380	FBgn0010194	drl	Wnt5	genetic
FBgn0261283	FBgn0001258	SREBP	Ldh	genetic
FBgn0011481	FBgn0005278	Ssdp	Sam-S	genetic
FBgn0004647	FBgn0031005	N	Hs3st-B	genetic
FBgn0024227	FBgn0000405	aurB	CycB	genetic
FBgn0052364	FBgn0288470	tut	Cpsf5	genetic
FBgn0005695	FBgn0003867	gcl	tsl	genetic
FBgn0263198	FBgn0000711	Acn	flw	genetic
FBgn0001079	FBgn0005355	fu	Su(fu)	genetic
FBgn0003731	FBgn0015296	Egfr	Shc	genetic
FBgn0027598	FBgn0011726	cindr	tsr	genetic
FBgn0264975	FBgn0003731	Nrg	Egfr	genetic
FBgn0262319	FBgn0260635	mir-1000	Diap1	genetic
FBgn0000241	FBgn0067868	bw	Mod(Prat:bw)3-7	genetic
FBgn0004956	FBgn0020496	upd1	CtBP	genetic
FBgn0004407	FBgn0004406	PolG2	PolG1	genetic
FBgn0005631	FBgn0259984	robo1	kuz	genetic
FBgn0003444	FBgn0083261	smo	E(smoDN)830	genetic
FBgn0011758	FBgn0003079	B-H1	Raf	genetic
FBgn0001250	FBgn0289556	if	blo	genetic
FBgn0015790	FBgn0004635	Rab11	rho	genetic
FBgn0011829	FBgn0033885	Ret	DJ-1α	genetic
FBgn0015799	FBgn0004635	Rbf	rho	genetic
FBgn0024179	FBgn0284254	wit	Impβ11	genetic
FBgn0003944	FBgn0004050	Ubx	z	genetic
FBgn0043362	FBgn0030276	bchs	Dlic	genetic
FBgn0003996	FBgn0266450	w	Kr-h1	genetic
FBgn0004647	FBgn0001258	N	Ldh	genetic
FBgn0004647	FBgn0019653	N	sng	genetic
FBgn0004367	FBgn0284220	mei-41	Top2	genetic
FBgn0004197	FBgn0011591	Ser	fng	genetic
FBgn0287831	FBgn0004648	speck	svr	genetic
FBgn0014179	FBgn0003042	gcm	Pc	genetic
FBgn0030608	FBgn0039114	Lsd-2	Lsd-1	genetic
FBgn0026597	FBgn0004647	Axn	N	genetic
FBgn0004956	FBgn0043903	upd1	dome	genetic
FBgn0010382	FBgn0016977	CycE	spen	genetic
FBgn0259212	FBgn0265778	cno	PDZ-GEF	genetic
FBgn0025800	FBgn0039759	Smox	CG9733	genetic
FBgn0003463	FBgn0002526	sog	LanA	genetic
FBgn0003042	FBgn0000239	Pc	bur	genetic
FBgn0013764	FBgn0001123	Chi	Gαs	genetic
FBgn0031872	FBgn0041604	ihog	dlp	genetic
FBgn0011766	FBgn0033636	E2f1	tou	genetic
FBgn0032683	FBgn0025742	kon	mtm	genetic
FBgn0015799|FBgn0005198	FBgn0283472	Rbf|gig	S6k	genetic
FBgn0000629	FBgn0000139|FBgn0005386	E(z)	ash2|ash1	genetic
FBgn0003444	FBgn0000352	smo	cos	genetic
FBgn0004647	FBgn0030904	N	upd2	genetic
FBgn0011817	FBgn0085432	nmo	pan	genetic
FBgn0003205	FBgn0001965	Ras85D	Sos	genetic
FBgn0283521|FBgn0263102|FBgn0000463	FBgn0000253	lola|psq|Delta	Cam	genetic
FBgn0038197	FBgn0000229	foxo	bsk	genetic
FBgn0266848	FBgn0262582	wap	cic	genetic
FBgn0000153	FBgn0003546	b	su(b)	genetic
FBgn0003345	FBgn0261885	sd	osa	genetic
FBgn0011763|FBgn0011766	FBgn0261885	Dp|E2f1	osa	genetic
FBgn0041100	FBgn0043884	park	mask	genetic
FBgn0011481	FBgn0037298	Ssdp	CG2604	genetic
FBgn0025742	FBgn0015278	mtm	Pi3K68D	genetic
FBgn0003053	FBgn0003175	peb	px	genetic
FBgn0003041	FBgn0004179	pbl	Csp	genetic
FBgn0010825	FBgn0260945	Gug	Atg1	genetic
FBgn0016756	FBgn0003870	Usp47	ttk	genetic
FBgn0002561	FBgn0002643	l(1)sc	mam	genetic
FBgn0033526	FBgn0000625	Caf1-105	eyg	genetic
FBgn0003996	FBgn0027372	w	RevIII-7y	genetic
FBgn0000629	FBgn0004861	E(z)	ph-p	genetic
FBgn0027505	FBgn0005586	Rab3-GAP	Rab3	genetic
FBgn0010382	FBgn0003410	CycE	sina	genetic
FBgn0264695	FBgn0265356	Mhc	tn	genetic
FBgn0014020	FBgn0015778	Rho1	rin	genetic
FBgn0003041	FBgn0015903	pbl	apt	genetic
FBgn0259243	FBgn0000273	Pka-R1	Pka-C1	genetic
FBgn0003053	FBgn0025352	peb	Mtpβ	genetic
FBgn0003366|FBgn0003205	FBgn0002783	sev|Ras85D	mor	genetic
FBgn0003041	FBgn0262441	pbl	mir-313	genetic
FBgn0013749	FBgn0264975	Arf4	Nrg	genetic
FBgn0043362	FBgn0264325	bchs	Atg6	genetic
FBgn0011706	FBgn0019972	rpr	Drice	genetic
FBgn0011260	FBgn0015773	Sema2a	NetA	genetic
FBgn0263289	FBgn0021872	scrib	Xbp1	genetic
FBgn0034118	FBgn0021761	Nup62	Nup154	genetic
FBgn0038402	FBgn0038197	Fer2	foxo	genetic
FBgn0003977	FBgn0030974|FBgn0027548	vir	Flacc|nito	genetic
FBgn0024273	FBgn0262716	WASp	Arp3	genetic
FBgn0015946	FBgn0260635	grim	Diap1	genetic
FBgn0262656	FBgn0003371	Myc	sgg	genetic
FBgn0001169	FBgn0002932	H	neur	genetic
FBgn0034970	FBgn0004647	yki	N	genetic
FBgn0035153	FBgn0053542	ebd1	upd3	genetic
FBgn0003117	FBgn0043454	pnr	EP639	genetic
FBgn0260632	FBgn0010303	dl	hep	genetic
FBgn0261434	FBgn0010315	hkb	CycD	genetic
FBgn0000463	FBgn0010433	Delta	ato	genetic
FBgn0004244	FBgn0000635	Rdl	Fas2	genetic
FBgn0030057	FBgn0003865	Ppt1	tsg	genetic
FBgn0000658	FBgn0284247	fj	ds	genetic
FBgn0001624	FBgn0013983	dlg1	imd	genetic
FBgn0003862|FBgn0000212	FBgn0003044	trx|brm	Pcl	genetic
FBgn0002938	FBgn0003249	ninaC	Rh3	genetic
FBgn0261004	FBgn0031575	asl	Cep97	genetic
FBgn0004647	FBgn0025723	N	A122	genetic
FBgn0003053	FBgn0016075	peb	vkg	genetic
FBgn0001325	FBgn0262519	Kr	Mi-2	genetic
FBgn0264078	FBgn0024754	Flo2	Flo1	genetic
FBgn0024234	FBgn0003317	gbb	sax	genetic
FBgn0025742	FBgn0001075	mtm	ft	genetic
FBgn0283521|FBgn0263102|FBgn0000463	FBgn0004198	lola|psq|Delta	ct	genetic
FBgn0034913	FBgn0266186	Snap29	Vamp7	genetic
FBgn0022739	FBgn0015296	btl::Egfr	Shc	genetic
FBgn0000241	FBgn0067871	bw	Mod(Prat:bw)3-4	genetic
FBgn0024179	FBgn0069077	wit	tkv::wit	genetic
FBgn0010382	FBgn0004390	CycE	RasGAP1	genetic
FBgn0015903	FBgn0005638	apt	slbo	genetic
FBgn0033483	FBgn0024326	egr	Mkk4	genetic
FBgn0288433	FBgn0038877	L	CG3308	genetic
FBgn0284084	FBgn0010453	wg	Wnt4	genetic
FBgn0011829	FBgn0004638	Ret	drk	genetic
FBgn0053208	FBgn0005612	Mical	Sox14	genetic
FBgn0004647	FBgn0031375	N	erm	genetic
FBgn0003997	FBgn0263864	hid	Dark	genetic
FBgn0035167|FBgn0003747	FBgn0045478|FBgn0045476	Gr61a|Gr5a	Gr64b|Gr64e	genetic
FBgn0010433	FBgn0000547	ato	ed	genetic
FBgn0028582	FBgn0037218	lqf	aux	genetic
FBgn0014037|FBgn0041111	FBgn0004647	Su(Tpl)|lilli	N	genetic
FBgn0288433	FBgn0000117	L	arm	genetic
FBgn0033483	FBgn0000229	egr	bsk	genetic
FBgn0013733	FBgn0037375	shot	kat-60L1	genetic
FBgn0010051	FBgn0015279	Itpr	Pi3K92E	genetic
FBgn0000179	FBgn0016917	bi	Stat92E	genetic
FBgn0261617	FBgn0000300	nej	cgd	genetic
FBgn0262169	FBgn0003716	magu	tkv	genetic
FBgn0000463	FBgn0034959	Delta	Xxylt	genetic
FBgn0005624	FBgn0031655	Psc	Marcal1	genetic
FBgn0003391	FBgn0266997	shg	α-Cat::shg	genetic
FBgn0034970	FBgn0027094	yki	AlaRS	genetic
FBgn0284084	FBgn0036141	wg	wls	genetic
FBgn0004647	FBgn0019821	N	eZ6	genetic
FBgn0003996	FBgn0265998	w	Doa	genetic
FBgn0011297	FBgn0000229	Alg3	bsk	genetic
FBgn0262733	FBgn0034970	Src64B	yki	genetic
FBgn0003042	FBgn0025682	Pc	scf	genetic
FBgn0284421	FBgn0004647	Psn	N	genetic
FBgn0010473	FBgn0028482	tutl	bdl	genetic
FBgn0030343	FBgn0284421	ATP7	Psn	genetic
FBgn0259685	FBgn0000711	crb	flw	genetic
FBgn0264975	FBgn0000606	Nrg	eve	genetic
FBgn0024250	FBgn0020493	brk	Dad	genetic
FBgn0000711	FBgn0287873	flw	zip	genetic
FBgn0003444	FBgn0083262	smo	E(smoDN)786	genetic
FBgn0011829	FBgn0262519	Ret	Mi-2	genetic
FBgn0030082	FBgn0027655	HP1b	htt	genetic
FBgn0033483	FBgn0000229	egr	bsk	genetic
FBgn0001085	FBgn0042640	fz	fz::fz2	genetic
FBgn0001085	FBgn0001075	fz	ft	genetic
FBgn0003053	FBgn0015903	peb	apt	genetic
FBgn0013764	FBgn0043900	Chi	pygo	genetic
FBgn0004647	FBgn0014037	N	Su(Tpl)	genetic
FBgn0003862|FBgn0000212	FBgn0036398	trx|brm	upSET	genetic
FBgn0029870	FBgn0033657	Marf	Sln	genetic
FBgn0041100	FBgn0037327	park	PEK	genetic
FBgn0266464	FBgn0011661	Nsf2	Moe	genetic
FBgn0003997	FBgn0033716	hid	Den1	genetic
FBgn0262401	FBgn0034970	mir-285	yki	genetic
FBgn0020306	FBgn0000575	dom	emc	genetic
FBgn0004050	FBgn0000629	z	E(z)	genetic
FBgn0003117	FBgn0043365	pnr	EP2146a	genetic
FBgn0001085	FBgn0001297	fz	kay	genetic
FBgn0002962	FBgn0031030	nanos	Tao	genetic
FBgn0031975	FBgn0010303	Tg	hep	genetic
FBgn0035437	FBgn0011739	Strip	wts	genetic
FBgn0000411	FBgn0025776	D	ind	genetic
FBgn0016041	FBgn0003231	Tom40	ref(2)P	genetic
FBgn0263197	FBgn0030268	Patronin	Klp10A	genetic
FBgn0001250	FBgn0031850	if	Tsp	genetic
FBgn0033199	FBgn0030695	ima	PGRP-LE	genetic
FBgn0026317	FBgn0283472	Tsc1	S6k	genetic
FBgn0002930	FBgn0030926	nec	psh	genetic
FBgn0000405	FBgn0288834	CycB	RPA2	genetic
FBgn0003117	FBgn0028622	pnr	qsm	genetic
FBgn0026597	FBgn0015799	Axn	Rbf	genetic
FBgn0243512	FBgn0000229	puc	bsk	genetic
FBgn0020238	FBgn0004907	14-3-3ε	14-3-3ζ	genetic
FBgn0015664	FBgn0260635	Dref	Diap1	genetic
FBgn0086898	FBgn0015838	dgo	Vang	genetic
FBgn0000212	FBgn0066101	brm	LpR1	genetic
FBgn0004861	FBgn0002593	ph-p	RpLP1	genetic
FBgn0024248	FBgn0038197	chico	foxo	genetic
FBgn0003205|FBgn0263289	FBgn0035049	Ras85D|scrib	Mmp1	genetic
FBgn0001235	FBgn0004635	hth	rho	genetic
FBgn0002973	FBgn0260440	numb	spdo	genetic
FBgn0028515	FBgn0002643	EndoGI	mam	genetic
FBgn0026597	FBgn0010215|FBgn0261283	Axn	α-Cat|SREBP	genetic
FBgn0003205	FBgn0026379|FBgn0039044|FBgn0015589	Ras85D	Pten|p53|Apc	genetic
FBgn0004666	FBgn0262656	sim	Myc	genetic
FBgn0011726	FBgn0002284	tsr	Prosβ6	genetic
FBgn0003042|FBgn0004861	FBgn0013933	Pc|ph-p	E(Pc)17B	genetic
FBgn0003041	FBgn0003870	pbl	ttk	genetic
FBgn0261549	FBgn0261448	rdgA	su(rdgA)40	genetic
FBgn0040080	FBgn0288686	pins	βTub60D	genetic
FBgn0019686	FBgn0037705	lok	mura	genetic
FBgn0002899	FBgn0004367	mus301	mei-41	genetic
FBgn0002791	FBgn0005669	mr	e(mr)	genetic
FBgn0003267	FBgn0043594	ro	E(ro<up>DOM</up>)2051	genetic
FBgn0283521|FBgn0263102|FBgn0000463	FBgn0010433	lola|psq|Delta	ato	genetic
FBgn0011701	FBgn0260011|FBgn0027594	repo	NimC4|drpr	genetic
FBgn0030057	FBgn0024236	Ppt1	foi	genetic
FBgn0037874	FBgn0284220	Tctp	Top2	genetic
FBgn0029891	FBgn0041100	Pink1	park	genetic
FBgn0000117	FBgn0027548	arm	nito	genetic
FBgn0039431	FBgn0011300	plum	babo	genetic
FBgn0040324	FBgn0021800	Ephrin	Reph	genetic
FBgn0003079	FBgn0003256	Raf	rl	genetic
FBgn0000158	FBgn0024177	bam	zpg	genetic
FBgn0010051	FBgn0003301	Itpr	rut	genetic
FBgn0000463	FBgn0004644	Delta	hh	genetic
FBgn0002643	FBgn0037351	mam	RpL13A	genetic
FBgn0259168	FBgn0034691	mnb	Synj	genetic
FBgn0262976	FBgn0002284	lawc	Prosβ6	genetic
FBgn0000463	FBgn0031107	Delta	HERC2	genetic
FBgn0039016	FBgn0010316	Dcr-1	dap	genetic
FBgn0004050	FBgn0265623	z	Su(z)2	genetic
FBgn0001250	FBgn0000382	if	csw	genetic
FBgn0260642	FBgn0003339	Antp	Scr	genetic
FBgn0040465	FBgn0004647	Dlip3	N	genetic
FBgn0003410	FBgn0003870	sina	ttk	genetic
FBgn0086384	FBgn0044873	Mer	E(Mer)IIb	genetic
FBgn0011766	FBgn0003042	E2f1	Pc	genetic
FBgn0035880	FBgn0002940	Culd	ninaE	genetic
FBgn0087040	FBgn0002948	αTub67C	nod	genetic
FBgn0002643	FBgn0022764	mam	Sin3A	genetic
FBgn0262433	FBgn0012034	mir-210	AcCoAS	genetic
FBgn0003721|FBgn0003015	FBgn0046118	Tm1|osk	E(To)8	genetic
FBgn0001308	FBgn0261797	Khc	Dhc64C	genetic
FBgn0003256	FBgn0015922	rl	cln	genetic
FBgn0004647	FBgn0037384	N	dgrn	genetic
FBgn0260397	FBgn0287209	Su(var)3-3	Gfat1	genetic
FBgn0261434	FBgn0001316	hkb	klar	genetic
FBgn0243512|FBgn0011661	FBgn0026323	puc|Moe	Tak1	genetic
FBgn0000017	FBgn0021760	Abl	chb	genetic
FBgn0034879	FBgn0263112	Rrp4	Mitf	genetic
FBgn0003460	FBgn0261617	so	nej	genetic
FBgn0085432	FBgn0243512	pan	puc	genetic
FBgn0003862|FBgn0005386	FBgn0020306	trx|ash1	dom	genetic
FBgn0024234	FBgn0000490	gbb	dpp	genetic
FBgn0086532|FBgn0033159	FBgn0002524	Spt-I|Dscam1	lace	genetic
FBgn0288433	FBgn0001235	L	hth	genetic
FBgn0004644	FBgn0261823	hh	Asx	genetic
FBgn0262447	FBgn0004644	mir-14	hh	genetic
FBgn0011758	FBgn0003366	B-H1	sev	genetic
FBgn0010397	FBgn0262975	LamC	cnc	genetic
FBgn0265778	FBgn0004636	PDZ-GEF	Rap1	genetic
FBgn0034970	FBgn0003345	yki	sd	genetic
FBgn0261274	FBgn0037327	Ero1L	PEK	genetic
FBgn0000014	FBgn0003567	abd-A	su(Hw)	genetic
FBgn0024836	FBgn0001085	stan	fz	genetic
FBgn0003205	FBgn0043571	Ras85D	SK2-3	genetic
FBgn0286511	FBgn0034708	Pld	Vps35	genetic
FBgn0011259	FBgn0284408	Sema1a	trol	genetic
FBgn0032683	FBgn0259984	kon	kuz	genetic
FBgn0003862|FBgn0000212	FBgn0262976	trx|brm	lawc	genetic
FBgn0015589	FBgn0005427	Apc	ewg	genetic
FBgn0003391	FBgn0002945	shg	nkd	genetic
FBgn0003205	FBgn0263289	Ras85D	scrib	genetic
FBgn0262656	FBgn0022764	Myc	Sin3A	genetic
FBgn0033055	FBgn0035640	Tbce	mad2	genetic
FBgn0001077	FBgn0001078	ftz	ftz-f1	genetic
FBgn0004552	FBgn0039747	Akh	AdoR	genetic
FBgn0031655	FBgn0003044	Marcal1	Pcl	genetic
FBgn0025790	FBgn0267790	TBPH	rump	genetic
FBgn0003300	FBgn0041111	run	lilli	genetic
FBgn0004647	FBgn0027102	N	su(N)	genetic
FBgn0029891	FBgn0036892	Pink1	Lon	genetic
FBgn0001148	FBgn0005558	gsb	ey	genetic
FBgn0015946	FBgn0050421	grim	Usp15-31	genetic
FBgn0264607	FBgn0013759	CaMKII	CASK	genetic
FBgn0003997	FBgn0003205	hid	Ras85D	genetic
FBgn0013764	FBgn0267978	Chi	ap	genetic
FBgn0004647	FBgn0284421	N	Psn	genetic
FBgn0034970	FBgn0005649	yki	Rox8	genetic
FBgn0031655	FBgn0004860	Marcal1	ph-d	genetic
FBgn0003256	FBgn0026252	rl	msk	genetic
FBgn0000382	FBgn0026252	csw	msk	genetic
FBgn0000411	FBgn0029123	D	SoxN	genetic
FBgn0003053	FBgn0010461	peb	l(2)00297	genetic
FBgn0014020	FBgn0015790	Rho1	Rab11	genetic
FBgn0002940	FBgn0039875	ninaE	sip3	genetic
FBgn0086384	FBgn0025742	Mer	mtm	genetic
FBgn0266418	FBgn0024248	wake	chico	genetic
FBgn0003117	FBgn0062648	pnr	EP443	genetic
FBgn0003996	FBgn0003042	w	Pc	genetic
FBgn0262081	FBgn0001961	Csk	Arpc1	genetic
FBgn0086384	FBgn0285917	Mer	sbb	genetic
FBgn0000140	FBgn0014018|FBgn0011274	asp	Rel|Dif	genetic
FBgn0010382	FBgn0082619	CycE	S(CycE<up>JP</up>)59S18	genetic
FBgn0033260	FBgn0034970	Cul4	yki	genetic
FBgn0004859	FBgn0051481	ci	pb	genetic
FBgn0004435	FBgn0261549	Gαq	rdgA	genetic
FBgn0005590	FBgn0003317	scw	sax	genetic
FBgn0000097	FBgn0010825	aop	Gug	genetic
FBgn0260970	FBgn0033785	Ubr3	Sans	genetic
FBgn0003041	FBgn0011259	pbl	Sema1a	genetic
FBgn0003218	FBgn0002940	rdgB	ninaE	genetic
FBgn0000536	FBgn0285944	eas	para	genetic
FBgn0036144	FBgn0011701	GlcAT-P	repo	genetic
FBgn0003567|FBgn0003996	FBgn0003334	su(Hw)|w	Scm	genetic
FBgn0003015	FBgn0000146	osk	aub	genetic
FBgn0035437	FBgn0033483	Strip	egr	genetic
FBgn0004198	FBgn0002783	ct	mor	genetic
FBgn0262081	FBgn0003391	Csk	shg	genetic
FBgn0288433	FBgn0037657	L	hyx	genetic
FBgn0003041	FBgn0002466	pbl	sti	genetic
FBgn0002962|FBgn0031030	FBgn0003997	nanos|Tao	hid	genetic
FBgn0286070	FBgn0004636	cnk	Rap1	genetic
FBgn0003480	FBgn0028717	spn-B	Lnk	genetic
FBgn0003079	FBgn0003256	Raf	rl	genetic
FBgn0025641	FBgn0000308	DAAM	chic	genetic
FBgn0010113	FBgn0004395	heca	unk	genetic
FBgn0004197	FBgn0003866	Ser	tsh	genetic
FBgn0004647	FBgn0000180	N	bib	genetic
FBgn0003997	FBgn0019972	hid	Drice	genetic
FBgn0011706	FBgn0260635	rpr	Diap1	genetic
FBgn0284084	FBgn0288433	wg	L	genetic
FBgn0029891	FBgn0041100	Pink1	park	genetic
FBgn0261554	FBgn0260632	Arms	dl	genetic
FBgn0015399	FBgn0003731	kek1	Egfr	genetic
FBgn0264272	FBgn0014020	mwh	Rho1	genetic
FBgn0038805	FBgn0034948	TFAM	PPP1R15	genetic
FBgn0000273	FBgn0005355	Pka-C1	Su(fu)	genetic
FBgn0086443	FBgn0053193	AsnRS	sav	genetic
FBgn0260004	FBgn0002939	Snmp1	ninaD	genetic
FBgn0039859	FBgn0001297	Mnat9	kay	genetic
FBgn0001108	FBgn0267390	DCTN1-p150	dop	genetic
FBgn0000140	FBgn0003256	asp	rl	genetic
FBgn0005631|FBgn0264089	FBgn0259174	robo1|sli	Nedd4	genetic
FBgn0003997	FBgn0003205	hid	Ras85D	genetic
FBgn0004861	FBgn0031461	ph-p	daw	genetic
FBgn0011706	FBgn0266717	rpr	Bruce	genetic
FBgn0003205	FBgn0000560	Ras85D	eg	genetic
FBgn0015279	FBgn0262473	Pi3K92E	Tl	genetic
FBgn0000017	FBgn0020510	Abl	Abi	genetic
FBgn0004370|FBgn0004368	FBgn0285896	Ptp10D|Ptp4E	btl	genetic
FBgn0003205|FBgn0001624	FBgn0034970	Ras85D|dlg1	yki	genetic
FBgn0262436|FBgn0262402|FBgn0262450|FBgn0262441	FBgn0000117	mir-310|mir-311|mir-312|mir-313	arm	genetic
FBgn0001250	FBgn0026252	if	msk	genetic
FBgn0043903	FBgn0003205	dome	Ras85D	genetic
FBgn0002940	FBgn0024956	ninaE	Mat1	genetic
FBgn0000382	FBgn0003731	csw	Egfr	genetic
FBgn0033935	FBgn0004456|FBgn0004657	Sin1	mew|mys	genetic
FBgn0051721	FBgn0011592	Trim9	fra	genetic
FBgn0011763|FBgn0011766	FBgn0000212	Dp|E2f1	brm	genetic
FBgn0000629	FBgn0262519	E(z)	Mi-2	genetic
FBgn0003997	FBgn0026404	hid	Dronc	genetic
FBgn0003117	FBgn0062666	pnr	EP3135	genetic
FBgn0285896|FBgn0020299	FBgn0062692	btl|stumps	EP1340	genetic
FBgn0284247	FBgn0002945	ds	nkd	genetic
FBgn0011706	FBgn0036180	rpr	Duba	genetic
FBgn0000504	FBgn0003742	dsx	tra2	genetic
FBgn0010333	FBgn0264707	Rac1	RhoGEF3	genetic
FBgn0053193	FBgn0262451	sav	mir-ban	genetic
FBgn0004363	FBgn0026479	porin	Drp1	genetic
FBgn0015521	FBgn0003517	RpS21	sta	genetic
FBgn0010382	FBgn0020493	CycE	Dad	genetic
FBgn0262516	FBgn0037647	Trpml	RagA-B	genetic
FBgn0261963	FBgn0284084	mid	wg	genetic
FBgn0015799|FBgn0026317	FBgn0011766	Rbf|Tsc1	E2f1	genetic
FBgn0285954	FBgn0286784	caz	TER94	genetic
FBgn0011758	FBgn0003118	B-H1	pnt	genetic
FBgn0001169	FBgn0043388	H	EP383	genetic
FBgn0003996	FBgn0017571	w	Mow	genetic
FBgn0003997	FBgn0019972	hid	Drice	genetic
FBgn0004050|FBgn0003996	FBgn0000618	z|w	e(y)2	genetic
FBgn0000183	FBgn0283442	BicD	vas	genetic
FBgn0029891	FBgn0029870	Pink1	Marf	genetic
FBgn0000382	FBgn0003118	csw	pnt	genetic
FBgn0000463	FBgn0017550	Delta	Rga	genetic
FBgn0038816	FBgn0004509	Lrrk	Fur1	genetic
FBgn0043903	FBgn0016917	dome	Stat92E	genetic
FBgn0011481	FBgn0034105	Ssdp	CG7755	genetic
FBgn0002940	FBgn0034622	ninaE	BBS9	genetic
FBgn0030608	FBgn0266599	Lsd-2	Hsc70-4	genetic
FBgn0020306	FBgn0000581	dom	E(Pc)	genetic
FBgn0028734	FBgn0020224	Fmr1	Cbl	genetic
FBgn0262473	FBgn0010379	Tl	Akt	genetic
FBgn0029094	FBgn0283657	asf1	Tlk	genetic
